compound,target,tissue,HR_score,fingerprint_alpha,fingerprint_call,ESD_rank,ESD_test_statistic,ESD_critical_value,retained_at_alpha_0p0001,source_HR_file,canonical_target_id,gene_symbol,target_name,tissue_id,tissue_class,fingerprint_rank,step,GESD_R,critical_lambda,R_minus_lambda
KETAMINE,AR,Liver,35.0529282175221,0.0001,True,11,7.6486634763033585,5.4616036131229135,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,AR,AR,AR,HSAMP_ebaf48a9725795ea8b3a5e45,Peripheral/non-CNS,11,11,7.6486634763033585,5.4616036131229135,2.187059863180445
KETAMINE,ADRB2,CD56+_NKCells,34.60322806363194,0.0001,True,12,7.6017427504091,5.461562046593826,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,ADRB2,ADRB2,ADRB2,HSAMP_09904436c4f7d11ad19fba66,Peripheral/non-CNS,12,12,7.6017427504091,5.461562046593826,2.1401807038152736
KETAMINE,HTR2A,PrefrontalCortex,34.01844646909503,0.0001,True,13,7.523476720274571,5.461520468683545,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,HTR2A,HTR2A,HTR2A,HSAMP_752ebc880edc13bb4e2b2de8,CNS,13,13,7.523476720274571,5.461520468683545,2.0619562515910266
KETAMINE,BCHE,Fetalliver,32.77925125329057,0.0001,True,14,7.297671226186841,5.4614788820156805,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,BCHE,BCHE,BCHE,HSAMP_11ec8224da74ddf16b7267a7,Peripheral/non-CNS,14,14,7.297671226186841,5.4614788820156805,1.8361923441711605
KETAMINE,ADRB1,pineal_night,32.54688652612229,0.0001,True,15,7.290688708557035,5.461437283981881,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,ADRB1,ADRB1,ADRB1,HSAMP_ff4d2e73208c3cba5aacd6dc,Peripheral/non-CNS,15,15,7.290688708557035,5.461437283981881,1.8292514245751539
KETAMINE,GABRA2,Amygdala,30.794205578915605,0.0001,True,16,6.941961046265581,5.461395677204608,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,GABRA2,GABRA2,GABRA2,HSAMP_13a552b6ffc4aac3b85a50ca,CNS,16,16,6.941961046265581,5.461395677204608,1.4805653690609724
KETAMINE,GABRG2,pineal_day,30.030525688259537,0.0001,True,17,6.80828254517635,5.46135405994788,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,GABRG2,GABRG2,GABRG2,HSAMP_de79842831587fed1fe7bdd5,Peripheral/non-CNS,17,17,6.80828254517635,5.46135405994788,1.34692848522847
KETAMINE,OPRM1,SuperiorCervicalGanglion,29.79636931538097,0.0001,True,18,6.791683528256687,5.461312433090356,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,OPRM1,OPRM1,OPRM1,HSAMP_4b07c74fb55c64ebb8d2ff82,Peripheral/non-CNS,18,18,6.791683528256687,5.461312433090356,1.3303710951663312
KETAMINE,GRIN3A,Uterus,29.22422296269453,0.0001,True,19,6.697486109084236,5.46127079576823,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,GRIN3A,GRIN3A,GRIN3A,HSAMP_72ec5590a1fb1e5ad33841aa,Peripheral/non-CNS,19,19,6.697486109084236,5.46127079576823,1.2362153133160065
KETAMINE,HTR3A,DorsalRootGanglion,28.19506265199282,0.0001,True,20,6.496443900631668,5.461229147989119,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,HTR3A,HTR3A,HTR3A,HSAMP_c276ea602882c40db43299c3,Peripheral/non-CNS,20,20,6.496443900631668,5.461229147989119,1.035214752642549
KETAMINE,CHRM2,SkeletalMuscle,27.159674095842362,0.0001,True,21,6.289862371203373,5.461187491501568,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,CHRM2,CHRM2,CHRM2,HSAMP_f4d0d5e31f4c7d8b77ed7fd8,Peripheral/non-CNS,21,21,6.289862371203373,5.461187491501568,0.8286748797018051
KETAMINE,GRIN3A,SkeletalMuscle,26.34283856541662,0.0001,True,22,6.129877143406926,5.461145823701209,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,GRIN3A,GRIN3A,GRIN3A,HSAMP_f4d0d5e31f4c7d8b77ed7fd8,Peripheral/non-CNS,22,22,6.129877143406926,5.461145823701209,0.6687313197057172
KETAMINE,ABCC3,AdrenalCortex,26.30462551985659,0.0001,True,23,6.1477831526412965,5.461104147206476,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,ABCC3,ABCC3,ABCC3,HSAMP_ac6343eebcc151828016a696,Peripheral/non-CNS,23,23,6.1477831526412965,5.461104147206476,0.6866790054348204
KETAMINE,BCHE,Uterus,26.09472110089701,0.0001,True,24,6.125858758578549,5.461062459414142,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,BCHE,BCHE,BCHE,HSAMP_72ec5590a1fb1e5ad33841aa,Peripheral/non-CNS,24,24,6.125858758578549,5.461062459414142,0.664796299164407
KETAMINE,HRH2,CardiacMyocytes,24.970655473474444,0.0001,True,25,5.889424092019083,5.461020762071787,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,HRH2,HRH2,HRH2,HSAMP_e317b8e8e378ff41f27f0b1f,Peripheral/non-CNS,25,25,5.889424092019083,5.461020762071787,0.4284033299472956
KETAMINE,GABRB2,Liver,24.67294806393759,0.0001,True,26,5.843262156473716,5.460979055186435,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,GABRB2,GABRB2,GABRB2,HSAMP_ebaf48a9725795ea8b3a5e45,Peripheral/non-CNS,26,26,5.843262156473716,5.460979055186435,0.38228310128728094
KETAMINE,ADORA3,TestisIntersitial,24.593994645144182,0.0001,True,27,5.847900180021375,5.46093733789578,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,ADORA3,ADORA3,ADORA3,HSAMP_a62a3ee5c1c7f8d220c9e92d,Peripheral/non-CNS,27,27,5.847900180021375,5.46093733789578,0.3869628421255946
KETAMINE,HRH2,Heart,24.258839144855408,0.0001,True,28,5.791861907456164,5.460895610207416,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,HRH2,HRH2,HRH2,HSAMP_3cb968a982080be1d7a5df98,Peripheral/non-CNS,28,28,5.791861907456164,5.460895610207416,0.3309662972487484
KETAMINE,ABCC2,PancreaticIslet,24.09755345334864,0.0001,True,29,5.776204450794258,5.460853872997868,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,ABCC2,ABCC2,ABCC2,HSAMP_7e1d3d8ad4c5d2a2fce92cf6,Peripheral/non-CNS,29,29,5.776204450794258,5.460853872997868,0.31535057779638986
KETAMINE,GABRG2,pineal_night,24.046343936309185,0.0001,True,30,5.786487978540135,5.460812125405397,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,GABRG2,GABRG2,GABRG2,HSAMP_ff4d2e73208c3cba5aacd6dc,Peripheral/non-CNS,30,30,5.786487978540135,5.460812125405397,0.32567585313473835
KETAMINE,OPRD1,Thalamus,23.88334419244833,0.0001,True,31,5.770085989966429,5.460770368306142,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,OPRD1,OPRD1,OPRD1,HSAMP_f43595f3557cf05e6a721aeb,CNS,31,31,5.770085989966429,5.460770368306142,0.3093156216602866
KETAMINE,ABCC4,CD71+_EarlyErythroid,23.847706768559764,0.0001,True,32,5.7839613226716216,5.460728600838743,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,ABCC4,ABCC4,ABCC4,HSAMP_7f7cd76adc20a6dedc171647,Peripheral/non-CNS,32,32,5.7839613226716216,5.460728600838743,0.32323272183287877
KETAMINE,HRH1,SuperiorCervicalGanglion,23.776238160190598,0.0001,True,33,5.7893283729264295,5.460686823010769,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,HRH1,HRH1,HRH1,HSAMP_4b07c74fb55c64ebb8d2ff82,Peripheral/non-CNS,33,33,5.7893283729264295,5.460686823010769,0.32864154991566075
KETAMINE,GRIN1,Amygdala,23.70827568184403,0.0001,True,34,5.795547686725346,5.460645035697782,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,GRIN1,GRIN1,GRIN1,HSAMP_13a552b6ffc4aac3b85a50ca,CNS,34,34,5.795547686725346,5.460645035697782,0.3349026510275639
KETAMINE,MAOA,Placenta,23.691372957269884,0.0001,True,35,5.814188837621164,5.4606032380389795,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,MAOA,MAOA,MAOA,HSAMP_14b6f77a96f6c06a1db07bac,Peripheral/non-CNS,35,35,5.814188837621164,5.4606032380389795,0.3535855995821846
KETAMINE,HTR2B,UterusCorpus,22.2820946068938,0.0001,True,36,5.493484299589385,5.460561430041927,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,HTR2B,HTR2B,5-hydroxytryptamine receptor 2B,HSAMP_e7877e56c99f68550c426ab4,Peripheral/non-CNS,36,36,5.493484299589385,5.460561430041927,0.032922869547458156
KETAMINE,ADRA2A,Fetalbrain,22.270325025418284,0.0001,True,37,5.51003855263494,5.460519612581601,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,ADRA2A,ADRA2A,Alpha-2A adrenergic receptor,HSAMP_d6f71e88b96034e48dbc8b6c,Peripheral/non-CNS,37,37,5.51003855263494,5.460519612581601,0.04951894005333912
KETAMINE,KDR,Thyroid,22.009421027565324,0.0001,True,38,5.465601099721545,5.460477784797766,True,PROJECT_ROOT\02_HR_SCORES\Ketamine_Family\Pooled_Parent_Ketamine_Activity_20260813_072204\Species_Cleanup_Bounded_v2_20260813_081429\Forensic_Finalization_v3_20260813_083903\Final_Activity_v4_20260813_084842\Full_Tissue_HR_v1_20260813_085417\Expanded58_Full_Tissue_HR_v2_20260813_123324\POOLED_PARENT_KETAMINE_FULL_HR_EXPANDED58_LONG_V2.parquet,KDR,KDR,KDR,HSAMP_22d2b1c65f7cc72e29ac70dc,Peripheral/non-CNS,38,38,5.465601099721545,5.460477784797766,0.005123314923778821
