analysis_id,compound,representation,method,PC1,PC1_variance_fraction,PC2,PC2_variance_fraction
FAMILY_SPARSE_ALPHA0001_PCA,"Ketamine, pooled parent",alpha0001_binary_0_1_NA,EM_SVD_MISSINGNESS_AWARE_PCA,2.4576713056087773,0.7686435059292289,0.9753799408666122,0.2295620630097368
FAMILY_SPARSE_ALPHA0001_PCA,"Ketamine, confirmed racemate",alpha0001_binary_0_1_NA,EM_SVD_MISSINGNESS_AWARE_PCA,4.726582938458367,0.7686435059292289,-3.3150530175257433,0.2295620630097368
FAMILY_SPARSE_ALPHA0001_PCA,S-ketamine,alpha0001_binary_0_1_NA,EM_SVD_MISSINGNESS_AWARE_PCA,0.5433741730791757,0.7686435059292289,1.5566924656693457,0.2295620630097368
FAMILY_SPARSE_ALPHA0001_PCA,R-ketamine,alpha0001_binary_0_1_NA,EM_SVD_MISSINGNESS_AWARE_PCA,0.5560419492810882,0.7686435059292289,1.5379949292369888,0.2295620630097368
FAMILY_SPARSE_ALPHA0001_PCA,"Hydroxyketamine, unspecified isomer aggregate",alpha0001_binary_0_1_NA,EM_SVD_MISSINGNESS_AWARE_PCA,1.9795762111184916,0.7686435059292289,0.8977452890975836,0.2295620630097368
FAMILY_SPARSE_ALPHA0001_PCA,"(2R,6R)-hydroxynorketamine",alpha0001_binary_0_1_NA,EM_SVD_MISSINGNESS_AWARE_PCA,-2.9525067270282483,0.7686435059292289,-2.341458459661186,0.2295620630097368
FAMILY_SPARSE_ALPHA0001_PCA,"(2S,6S)-hydroxynorketamine",alpha0001_binary_0_1_NA,EM_SVD_MISSINGNESS_AWARE_PCA,0.8598381791109398,0.7686435059292289,0.49115968137792515,0.2295620630097368
FAMILY_SPARSE_ALPHA0001_PCA,"Hydroxynorketamine / HNK, generic identity",alpha0001_binary_0_1_NA,EM_SVD_MISSINGNESS_AWARE_PCA,-6.030197588513755,0.7686435059292289,0.9238506364184496,0.2295620630097368
FAMILY_SPARSE_ALPHA0001_PCA,"Hydroxyketamine, generic E7 identity",alpha0001_binary_0_1_NA,EM_SVD_MISSINGNESS_AWARE_PCA,-3.6755445158794675,0.7686435059292289,-1.7548511172227428,0.2295620630097368
FAMILY_SPARSE_ALPHA0001_PCA,Norketamine,alpha0001_binary_0_1_NA,EM_SVD_MISSINGNESS_AWARE_PCA,1.5351640747646305,0.7686435059292289,1.0285396517427665,0.2295620630097368
