analysis_id,feature_id,representation,target,tissue,PC1_loading,PC2_loading
GLOBAL_SPARSE_ALPHA001_PCA,ADORA1|EXACT_SINGLE_PROTEIN|HSAMP_06645e2e8409a5b743985cdd|HUMAN_BIOGPS_GNF1H_GCRMA_77_TISSUE_DDOF1,alpha001_binary_0_1_NA,ADORA1,Wholebrain,0.07210975476944893,0.25881859874089586
GLOBAL_SPARSE_ALPHA001_PCA,ADORA1|EXACT_SINGLE_PROTEIN|HSAMP_752ebc880edc13bb4e2b2de8|HUMAN_BIOGPS_GNF1H_GCRMA_77_TISSUE_DDOF1,alpha001_binary_0_1_NA,ADORA1,PrefrontalCortex,0.0721097547694489,0.25881859874089624
GLOBAL_SPARSE_ALPHA001_PCA,CHRM3|EXACT_SINGLE_PROTEIN|HSAMP_752ebc880edc13bb4e2b2de8|HUMAN_BIOGPS_GNF1H_GCRMA_77_TISSUE_DDOF1,alpha001_binary_0_1_NA,CHRM3,PrefrontalCortex,-0.02053559961163911,0.24157672547450312
GLOBAL_SPARSE_ALPHA001_PCA,DRD1|EXACT_SINGLE_PROTEIN|HSAMP_0cb8b4d1db8c390eeeecca55|HUMAN_BIOGPS_GNF1H_GCRMA_77_TISSUE_DDOF1,alpha001_binary_0_1_NA,DRD1,Pons,0.08012599723147215,0.287393081974152
GLOBAL_SPARSE_ALPHA001_PCA,DRD1|EXACT_SINGLE_PROTEIN|HSAMP_a32ce488a48b0df9b8c4c40a|HUMAN_BIOGPS_GNF1H_GCRMA_77_TISSUE_DDOF1,alpha001_binary_0_1_NA,DRD1,Caudatenucleus,0.08012599723147215,0.287393081974152
GLOBAL_SPARSE_ALPHA001_PCA,DRD2|EXACT_SINGLE_PROTEIN|HSAMP_752ebc880edc13bb4e2b2de8|HUMAN_BIOGPS_GNF1H_GCRMA_77_TISSUE_DDOF1,alpha001_binary_0_1_NA,DRD2,PrefrontalCortex,-0.12861566826928097,-0.022706824708250993
GLOBAL_SPARSE_ALPHA001_PCA,DRD2|EXACT_SINGLE_PROTEIN|HSAMP_a32ce488a48b0df9b8c4c40a|HUMAN_BIOGPS_GNF1H_GCRMA_77_TISSUE_DDOF1,alpha001_binary_0_1_NA,DRD2,Caudatenucleus,-0.08949276925245764,-0.09250877051226822
GLOBAL_SPARSE_ALPHA001_PCA,GABRA1|EXACT_SINGLE_PROTEIN|HSAMP_7725bb8a75064c4d7246d9ba|HUMAN_BIOGPS_GNF1H_GCRMA_77_TISSUE_DDOF1,alpha001_binary_0_1_NA,GABRA1,OccipitalLobe,-0.39751099667323375,0.053397230006895495
GLOBAL_SPARSE_ALPHA001_PCA,GABRA1|EXACT_SINGLE_PROTEIN|HSAMP_e75262fc0acfda69d976a6d3|HUMAN_BIOGPS_GNF1H_GCRMA_77_TISSUE_DDOF1,alpha001_binary_0_1_NA,GABRA1,ParietalLobe,-0.39751099667323375,0.053397230006895495
GLOBAL_SPARSE_ALPHA001_PCA,GRIN1|EXACT_SINGLE_PROTEIN|HSAMP_13a552b6ffc4aac3b85a50ca|HUMAN_BIOGPS_GNF1H_GCRMA_77_TISSUE_DDOF1,alpha001_binary_0_1_NA,GRIN1,Amygdala,-0.043574286402335086,0.2537443866380046
GLOBAL_SPARSE_ALPHA001_PCA,GRIN1|EXACT_SINGLE_PROTEIN|HSAMP_752ebc880edc13bb4e2b2de8|HUMAN_BIOGPS_GNF1H_GCRMA_77_TISSUE_DDOF1,alpha001_binary_0_1_NA,GRIN1,PrefrontalCortex,-0.043574286402335086,0.2537443866380046
GLOBAL_SPARSE_ALPHA001_PCA,GRIN2A|EXACT_SINGLE_PROTEIN|HSAMP_192dff4b8df5862a227b1163|HUMAN_BIOGPS_GNF1H_GCRMA_77_TISSUE_DDOF1,alpha001_binary_0_1_NA,GRIN2A,SubthalamicNucleus,-0.043574286402335086,0.2537443866380046
GLOBAL_SPARSE_ALPHA001_PCA,GRIN2A|EXACT_SINGLE_PROTEIN|HSAMP_5c090f15f3e5194312a7e8ed|HUMAN_BIOGPS_GNF1H_GCRMA_77_TISSUE_DDOF1,alpha001_binary_0_1_NA,GRIN2A,MedullaOblongata,-0.1421574457271177,0.027797585357667725
GLOBAL_SPARSE_ALPHA001_PCA,GRIN2A|EXACT_SINGLE_PROTEIN|HSAMP_d99ba5ea584363f8600ade55|HUMAN_BIOGPS_GNF1H_GCRMA_77_TISSUE_DDOF1,alpha001_binary_0_1_NA,GRIN2A,CingulateCortex,-0.15721175387358663,0.14414113627512648
GLOBAL_SPARSE_ALPHA001_PCA,GRIN2A|EXACT_SINGLE_PROTEIN|HSAMP_e75262fc0acfda69d976a6d3|HUMAN_BIOGPS_GNF1H_GCRMA_77_TISSUE_DDOF1,alpha001_binary_0_1_NA,GRIN2A,ParietalLobe,-0.15721175387358663,0.14414113627512648
